"sentence","tag"
"complaints.","Facilities"
"amazing customer service beautiful hotel notch cocktails. best customer service ive experienced.","Facilities"
"great central location staff best experienced. 5 year old daughter welcome didnt want leave.","Facilities"
"staff really good, especially porter james bumped number times happy nice talk to. bed comfortable view city lovely.","Facilities"
"lovely stay hotel felt truly luxurious 5. perfect friendly staff comfortable beds spa. excellent meal straights restaurant good singapore!.","Facilities"
"minor criticism beef rendang curry little fatty.","Facilities"
"staff ! single nice toddler. helped way, gave free upgrade provided best baby bed! super quiet room, comfortable bed calming decorations . spa super nice ! restaurant breakfast options nice !","Facilities"
"bath tub comfortable s hard neck deep. water temperature swimming pool cold overall temperature spa area pool cold. son shivering packed towels. connection receptionroom service bad took 10 waiting times 3 times this. reception ask needed expect 5 star hotel","Facilities"
"didnt like felt like straighteners womens spa changing rooms aswell body lotion","Facilities"
"spa facilities great","Facilities"
"complaints","Facilities"
"everything!!!","Facilities"
"like. hotel absolutely beautiful. staff incredibly polite like specially thank sandra went ensure stay perfect. given best room, best service grateful! hugely impressed faculties fault anything! recommend hotel 100 staying again. sandra thank much, receive ! angel surprise husbands birthday worked perfection you!","Facilities"
"fault hotel slightest !","Facilities"
"staff excellent , spotless attention .","Facilities"
"great facility environment! love friendly staffs! room clean bed comfortable!","Facilities"
"water pressure strong acceptable. wish choices restaurant price breakfast bit high pay additionally. however, food great","Facilities"
"lovely hotel, clean, fab facilities, nice staff, pretentious, great location. lovely rooms. nicely decorated. intimate cosy. beds large comfy. lovely selection bathroom products.","Facilities"
"minor complaints friends ac didnt work moved room complaint fine. asked pcr tests return home concierge said email link sort didnt. just explained tests available boots road. expensive drinks.","Facilities"
"staff hotel expected! told place watched business partners wives experience talking about. truly amazing especially spa. 1010","Facilities"
"nothing.","Facilities"
"clean! helpful staff kind. supportive nice arrangement kids.","Facilities"
"great location great facilities!","Facilities"
"wasnt terribly impressed food sadly. room service dinner whilst chicken chaser salad lovely beef rendan wasnt good im afraid. flavour great beef tough ended leaving it. breakfast wasnt included 35 pp buffet expected exceptional quality taste. sadly disappointed.","Facilities"
"impeccably clean","Facilities"
"stunning 1010 single thing","Facilities"
"nothing!","Facilities"
"polite friendly staff. beauty hotel facilities","Facilities"
"male female sauna steam couple enjoy","Facilities"
"room pool lovely staff friendly young man greeted nice credit hotel.","Facilities"
"nice milk room tea.","Facilities"
"modern, high standard luxurious. fantastic location","Facilities"
"stayed pan pacific day honeymoon heading heathrow morning. staff exceptional beginning stay assisting luggage, ensuring needed, booking car morning. room amazing views amenities including excellent tea. straits kitchen fantastic meal end time uk hotel room great place simply relax. didnt time make use pool sauna, saw looked great. cherry greeted morning downstairs despite staff changeover helped car waiting promised. early flight, having worry spectacular.","Facilities"
"spa amazing treatments excellent staff professional freindly","Facilities"
"5 star service amazing staff fresh hotel restaurants great daughter feel special treasure hunt! really recommend hidden gem definitely going","Facilities"
"nil","Facilities"
"clean modern hotel, facilities excellent hotel room stocked! staying again!","Facilities"
"everything. arrived greeted nicest people met. staff polite cheerful. really did extra mile make sure stay perfect! couple members staff lady reception gentleman showing people rooms remembered little things said arrived mentioned check out. eg. mentioned going shard day checkout lady asked it. definitely returning hotel future.","Facilities"
"beautiful interior design! 5 service.","Facilities"
"perfect","Facilities"
"perfect location, polite staff, able store luggage check return day. pool lovely, perfect views room pool. clean room spacious.","Facilities"
"staff went make stay comfortable, extra touches like finding staying putting extra effort make stay special","Facilities"
"great location, staff hotel absolutely incredible.","Facilities"
"downside lot kids infinity pool.","Facilities"
"property really luxurious central","Facilities"
"hotel amazing staff brilliant, honestly you. hotel great location, 2 minutes liverpool street station, bus stop directly outside various different locations desired. bars hotel beautiful, food drinks lovely. indoor swimming pool beautiful heated, great views. beds pool comfy, great relax drink swimming isnt pool towels available beds extras required. absolute pleasure stay here. thank pan pacific.","Facilities"
"issue regret saying hotel reception shower room pretty poor. power low resulted showering taking longer require. thats small negative pleasurable stay had.","Facilities"
"modern spacious luxe","Facilities"
"pet friendly restriction size pet","Facilities"
"hotel spotless pool, steam room sauna 5 star! room spacious lovely view, amenities bathroom exceptional! staff amazing! special mentions james day amazing job helping luggage showing room. house manager checked ease friendly welcoming. smiling excellent customer service","Facilities"
"changing rooms wasnt creams amenities make moisturise. hotels stayed little touches makes lot difference.","Facilities"
"interiors food beautiful, staff amazing, especially children.","Facilities"
"thing.","Facilities"
"super clean comfortable room, free upgrade fantastic. bed amazing staff helpful","Facilities"
"separate steam sauna rooms men women","Facilities"
"staff friendlier helpful! hotel brand new spotless attention fantastic dyson hairdryer rooms!","Facilities"
"honestly think stay improved.","Facilities"
"staff outstanding hotel exceptionally clean comfortable. great location easy access tube just minutes walk away.","Facilities"
